@RELATION widgets

@ATTRIBUTE id NUMERIC
@ATTRIBUTE name STRING
@ATTRIBUTE price NUMERIC
@ATTRIBUTE in_stock {True, False}

@DATA
126,'Widget 126',130.33,True
127,'Widget 127',132.67,False
128,'Widget 128',135.0,True
129,'Widget 129',137.33,False
130,'Widget 130',139.67,True
131,'Widget 131',142.0,False
132,'Widget 132',144.33,True
133,'Widget 133',146.67,False
134,'Widget 134',149.0,True
135,'Widget 135',151.33,False
136,'Widget 136',153.67,True
137,'Widget 137',156.0,False
138,'Widget 138',158.33,True
139,'Widget 139',160.67,False
140,'Widget 140',163.0,True
141,'Widget 141',165.33,False
142,'Widget 142',167.67,True
143,'Widget 143',3.33,False
144,'Widget 144',5.67,True
145,'Widget 145',8.0,False
146,'Widget 146',10.33,True
147,'Widget 147',12.67,False
148,'Widget 148',15.0,True
149,'Widget 149',17.33,False
150,'Widget 150',19.67,True
151,'Widget 151',22.0,False
152,'Widget 152',24.33,True
153,'Widget 153',26.67,False
154,'Widget 154',29.0,True
155,'Widget 155',31.33,False
156,'Widget 156',33.67,True
157,'Widget 157',36.0,False
158,'Widget 158',38.33,True
159,'Widget 159',40.67,False
160,'Widget 160',43.0,True
161,'Widget 161',45.33,False
162,'Widget 162',47.67,True
163,'Widget 163',50.0,False
164,'Widget 164',52.33,True
165,'Widget 165',54.67,False
166,'Widget 166',57.0,True
167,'Widget 167',59.33,False
168,'Widget 168',61.67,True
169,'Widget 169',64.0,False
170,'Widget 170',66.33,True
171,'Widget 171',68.67,False
172,'Widget 172',71.0,True
173,'Widget 173',73.33,False
174,'Widget 174',75.67,True
175,'Widget 175',78.0,False
176,'Widget 176',80.33,True
177,'Widget 177',82.67,False
178,'Widget 178',85.0,True
179,'Widget 179',87.33,False
180,'Widget 180',89.67,True
181,'Widget 181',92.0,False
182,'Widget 182',94.33,True
183,'Widget 183',96.67,False
184,'Widget 184',99.0,True
185,'Widget 185',101.33,False
186,'Widget 186',103.67,True
187,'Widget 187',106.0,False
188,'Widget 188',108.33,True
189,'Widget 189',110.67,False
190,'Widget 190',113.0,True
191,'Widget 191',115.33,False
192,'Widget 192',117.67,True
193,'Widget 193',120.0,False
194,'Widget 194',122.33,True
195,'Widget 195',124.67,False
196,'Widget 196',127.0,True
197,'Widget 197',129.33,False
198,'Widget 198',131.67,True
199,'Widget 199',134.0,False
200,'Widget 200',136.33,True
201,'Widget 201',138.67,False
202,'Widget 202',141.0,True
203,'Widget 203',143.33,False
204,'Widget 204',145.67,True
205,'Widget 205',148.0,False
206,'Widget 206',150.33,True
207,'Widget 207',152.67,False
208,'Widget 208',155.0,True
209,'Widget 209',157.33,False
210,'Widget 210',159.67,True
211,'Widget 211',162.0,False
212,'Widget 212',164.33,True
213,'Widget 213',166.67,False
214,'Widget 214',169.0,True
215,'Widget 215',4.67,False
216,'Widget 216',7.0,True
217,'Widget 217',9.33,False
218,'Widget 218',11.67,True
219,'Widget 219',14.0,False
220,'Widget 220',16.33,True
221,'Widget 221',18.67,False
222,'Widget 222',21.0,True
223,'Widget 223',23.33,False
224,'Widget 224',25.67,True
225,'Widget 225',28.0,False
226,'Widget 226',30.33,True
227,'Widget 227',32.67,False
228,'Widget 228',35.0,True
229,'Widget 229',37.33,False
230,'Widget 230',39.67,True
231,'Widget 231',42.0,False
232,'Widget 232',44.33,True
233,'Widget 233',46.67,False
234,'Widget 234',49.0,True
235,'Widget 235',51.33,False
236,'Widget 236',53.67,True
237,'Widget 237',56.0,False
238,'Widget 238',58.33,True
239,'Widget 239',60.67,False
240,'Widget 240',63.0,True
241,'Widget 241',65.33,False
242,'Widget 242',67.67,True
243,'Widget 243',70.0,False
244,'Widget 244',72.33,True
245,'Widget 245',74.67,False
246,'Widget 246',77.0,True
247,'Widget 247',79.33,False
248,'Widget 248',81.67,True
249,'Widget 249',84.0,False
250,'Widget 250',86.33,True
251,'Widget 251',88.67,False
252,'Widget 252',91.0,True
253,'Widget 253',93.33,False
254,'Widget 254',95.67,True
255,'Widget 255',98.0,False
256,'Widget 256',100.33,True
257,'Widget 257',102.67,False
258,'Widget 258',105.0,True
259,'Widget 259',107.33,False
260,'Widget 260',109.67,True
261,'Widget 261',112.0,False
262,'Widget 262',114.33,True
263,'Widget 263',116.67,False
264,'Widget 264',119.0,True
265,'Widget 265',121.33,False
266,'Widget 266',123.67,True
267,'Widget 267',126.0,False
268,'Widget 268',128.33,True
269,'Widget 269',130.67,False
270,'Widget 270',133.0,True
271,'Widget 271',135.33,False
272,'Widget 272',137.67,True
273,'Widget 273',140.0,False
274,'Widget 274',142.33,True
275,'Widget 275',144.67,False
276,'Widget 276',147.0,True
277,'Widget 277',149.33,False
278,'Widget 278',151.67,True
279,'Widget 279',154.0,False
280,'Widget 280',156.33,True
281,'Widget 281',158.67,False
282,'Widget 282',161.0,True
283,'Widget 283',163.33,False
284,'Widget 284',165.67,True
285,'Widget 285',168.0,False
286,'Widget 286',3.67,True
287,'Widget 287',6.0,False
288,'Widget 288',8.33,True
289,'Widget 289',10.67,False
290,'Widget 290',13.0,True
291,'Widget 291',15.33,False
292,'Widget 292',17.67,True
293,'Widget 293',20.0,False
294,'Widget 294',22.33,True
295,'Widget 295',24.67,False
296,'Widget 296',27.0,True
297,'Widget 297',29.33,False
298,'Widget 298',31.67,True
299,'Widget 299',34.0,False
300,'Widget 300',36.33,True
301,'Widget 301',38.67,False
302,'Widget 302',41.0,True
303,'Widget 303',43.33,False
304,'Widget 304',45.67,True
305,'Widget 305',48.0,False
306,'Widget 306',50.33,True
307,'Widget 307',52.67,False
308,'Widget 308',55.0,True
309,'Widget 309',57.33,False
310,'Widget 310',59.67,True
311,'Widget 311',62.0,False
312,'Widget 312',64.33,True
313,'Widget 313',66.67,False
314,'Widget 314',69.0,True
315,'Widget 315',71.33,False
316,'Widget 316',73.67,True
317,'Widget 317',76.0,False
318,'Widget 318',78.33,True
319,'Widget 319',80.67,False
320,'Widget 320',83.0,True
321,'Widget 321',85.33,False
322,'Widget 322',87.67,True
323,'Widget 323',90.0,False
324,'Widget 324',92.33,True
325,'Widget 325',94.67,False
326,'Widget 326',97.0,True
327,'Widget 327',99.33,False
328,'Widget 328',101.67,True
329,'Widget 329',104.0,False
330,'Widget 330',106.33,True
331,'Widget 331',108.67,False
332,'Widget 332',111.0,True
333,'Widget 333',113.33,False
334,'Widget 334',115.67,True
335,'Widget 335',118.0,False
336,'Widget 336',120.33,True
337,'Widget 337',122.67,False
338,'Widget 338',125.0,True
339,'Widget 339',127.33,False
340,'Widget 340',129.67,True
341,'Widget 341',132.0,False
342,'Widget 342',134.33,True
343,'Widget 343',136.67,False
344,'Widget 344',139.0,True
345,'Widget 345',141.33,False
346,'Widget 346',143.67,True
347,'Widget 347',146.0,False
348,'Widget 348',148.33,True
349,'Widget 349',150.67,False
350,'Widget 350',153.0,True
351,'Widget 351',155.33,False
352,'Widget 352',157.67,True
353,'Widget 353',160.0,False
354,'Widget 354',162.33,True
355,'Widget 355',164.67,False
356,'Widget 356',167.0,True
357,'Widget 357',169.33,False
358,'Widget 358',5.0,True
359,'Widget 359',7.33,False
360,'Widget 360',9.67,True
361,'Widget 361',12.0,False
362,'Widget 362',14.33,True
363,'Widget 363',16.67,False
364,'Widget 364',19.0,True
365,'Widget 365',21.33,False
366,'Widget 366',23.67,True
367,'Widget 367',26.0,False
368,'Widget 368',28.33,True
369,'Widget 369',30.67,False
370,'Widget 370',33.0,True
371,'Widget 371',35.33,False
372,'Widget 372',37.67,True
373,'Widget 373',40.0,False
374,'Widget 374',42.33,True
375,'Widget 375',44.67,False
376,'Widget 376',47.0,True
377,'Widget 377',49.33,False
378,'Widget 378',51.67,True
379,'Widget 379',54.0,False
380,'Widget 380',56.33,True
381,'Widget 381',58.67,False
382,'Widget 382',61.0,True
383,'Widget 383',63.33,False
384,'Widget 384',65.67,True
385,'Widget 385',68.0,False
386,'Widget 386',70.33,True
387,'Widget 387',72.67,False
388,'Widget 388',75.0,True
389,'Widget 389',77.33,False
390,'Widget 390',79.67,True
391,'Widget 391',82.0,False
392,'Widget 392',84.33,True
393,'Widget 393',86.67,False
394,'Widget 394',89.0,True
395,'Widget 395',91.33,False
396,'Widget 396',93.67,True
397,'Widget 397',96.0,False
398,'Widget 398',98.33,True
399,'Widget 399',100.67,False
400,'Widget 400',103.0,True
401,'Widget 401',105.33,False
402,'Widget 402',107.67,True
403,'Widget 403',110.0,False
404,'Widget 404',112.33,True
405,'Widget 405',114.67,False
406,'Widget 406',117.0,True
407,'Widget 407',119.33,False
408,'Widget 408',121.67,True
409,'Widget 409',124.0,False
410,'Widget 410',126.33,True
411,'Widget 411',128.67,False
412,'Widget 412',131.0,True
413,'Widget 413',133.33,False
414,'Widget 414',135.67,True
415,'Widget 415',138.0,False
416,'Widget 416',140.33,True
417,'Widget 417',142.67,False
418,'Widget 418',145.0,True
419,'Widget 419',147.33,False
420,'Widget 420',149.67,True
421,'Widget 421',152.0,False
422,'Widget 422',154.33,True
423,'Widget 423',156.67,False
424,'Widget 424',159.0,True
425,'Widget 425',161.33,False
426,'Widget 426',163.67,True
427,'Widget 427',166.0,False
428,'Widget 428',168.33,True
429,'Widget 429',4.0,False
430,'Widget 430',6.33,True
431,'Widget 431',8.67,False
432,'Widget 432',11.0,True
433,'Widget 433',13.33,False
434,'Widget 434',15.67,True
435,'Widget 435',18.0,False
436,'Widget 436',20.33,True
437,'Widget 437',22.67,False
438,'Widget 438',25.0,True
439,'Widget 439',27.33,False
440,'Widget 440',29.67,True
441,'Widget 441',32.0,False
442,'Widget 442',34.33,True
443,'Widget 443',36.67,False
444,'Widget 444',39.0,True
445,'Widget 445',41.33,False
446,'Widget 446',43.67,True
447,'Widget 447',46.0,False
448,'Widget 448',48.33,True
449,'Widget 449',50.67,False
450,'Widget 450',53.0,True
451,'Widget 451',55.33,False
452,'Widget 452',57.67,True
453,'Widget 453',60.0,False
454,'Widget 454',62.33,True
455,'Widget 455',64.67,False
456,'Widget 456',67.0,True
457,'Widget 457',69.33,False
458,'Widget 458',71.67,True
459,'Widget 459',74.0,False
460,'Widget 460',76.33,True
461,'Widget 461',78.67,False
462,'Widget 462',81.0,True
463,'Widget 463',83.33,False
464,'Widget 464',85.67,True
465,'Widget 465',88.0,False
466,'Widget 466',90.33,True
467,'Widget 467',92.67,False
468,'Widget 468',95.0,True
469,'Widget 469',97.33,False
470,'Widget 470',99.67,True
471,'Widget 471',102.0,False
472,'Widget 472',104.33,True
473,'Widget 473',106.67,False
474,'Widget 474',109.0,True
475,'Widget 475',111.33,False
476,'Widget 476',113.67,True
477,'Widget 477',116.0,False
478,'Widget 478',118.33,True
479,'Widget 479',120.67,False
480,'Widget 480',123.0,True
481,'Widget 481',125.33,False
482,'Widget 482',127.67,True
483,'Widget 483',130.0,False
484,'Widget 484',132.33,True
485,'Widget 485',134.67,False
486,'Widget 486',137.0,True
487,'Widget 487',139.33,False
488,'Widget 488',141.67,True
489,'Widget 489',144.0,False
490,'Widget 490',146.33,True
491,'Widget 491',148.67,False
492,'Widget 492',151.0,True
493,'Widget 493',153.33,False
494,'Widget 494',155.67,True
495,'Widget 495',158.0,False
496,'Widget 496',160.33,True
497,'Widget 497',162.67,False
498,'Widget 498',165.0,True
499,'Widget 499',167.33,False
500,'Widget 500',3.0,True
501,'Widget 501',5.33,False
502,'Widget 502',7.67,True
503,'Widget 503',10.0,False
504,'Widget 504',12.33,True
505,'Widget 505',14.67,False
506,'Widget 506',17.0,True
507,'Widget 507',19.33,False
508,'Widget 508',21.67,True
509,'Widget 509',24.0,False
510,'Widget 510',26.33,True
511,'Widget 511',28.67,False
512,'Widget 512',31.0,True
513,'Widget 513',33.33,False
514,'Widget 514',35.67,True
515,'Widget 515',38.0,False
516,'Widget 516',40.33,True
517,'Widget 517',42.67,False
518,'Widget 518',45.0,True
519,'Widget 519',47.33,False
520,'Widget 520',49.67,True
521,'Widget 521',52.0,False
522,'Widget 522',54.33,True
523,'Widget 523',56.67,False
524,'Widget 524',59.0,True
525,'Widget 525',61.33,False
526,'Widget 526',63.67,True
527,'Widget 527',66.0,False
528,'Widget 528',68.33,True
529,'Widget 529',70.67,False
530,'Widget 530',73.0,True
531,'Widget 531',75.33,False
532,'Widget 532',77.67,True
533,'Widget 533',80.0,False
534,'Widget 534',82.33,True
535,'Widget 535',84.67,False
536,'Widget 536',87.0,True
537,'Widget 537',89.33,False
538,'Widget 538',91.67,True
539,'Widget 539',94.0,False
540,'Widget 540',96.33,True
541,'Widget 541',98.67,False
542,'Widget 542',101.0,True
543,'Widget 543',103.33,False
544,'Widget 544',105.67,True
545,'Widget 545',108.0,False
546,'Widget 546',110.33,True
547,'Widget 547',112.67,False
548,'Widget 548',115.0,True
549,'Widget 549',117.33,False
550,'Widget 550',119.67,True
551,'Widget 551',122.0,False
552,'Widget 552',124.33,True
553,'Widget 553',126.67,False
554,'Widget 554',129.0,True
555,'Widget 555',131.33,False
556,'Widget 556',133.67,True
557,'Widget 557',136.0,False
558,'Widget 558',138.33,True
559,'Widget 559',140.67,False
560,'Widget 560',143.0,True
561,'Widget 561',145.33,False
562,'Widget 562',147.67,True
563,'Widget 563',150.0,False
564,'Widget 564',152.33,True
565,'Widget 565',154.67,False
566,'Widget 566',157.0,True
567,'Widget 567',159.33,False
568,'Widget 568',161.67,True
569,'Widget 569',164.0,False
570,'Widget 570',166.33,True
571,'Widget 571',168.67,False
572,'Widget 572',4.33,True
573,'Widget 573',6.67,False
574,'Widget 574',9.0,True
575,'Widget 575',11.33,False
576,'Widget 576',13.67,True
577,'Widget 577',16.0,False
578,'Widget 578',18.33,True
579,'Widget 579',20.67,False
580,'Widget 580',23.0,True
581,'Widget 581',25.33,False
582,'Widget 582',27.67,True
583,'Widget 583',30.0,False
584,'Widget 584',32.33,True
585,'Widget 585',34.67,False
586,'Widget 586',37.0,True
587,'Widget 587',39.33,False
588,'Widget 588',41.67,True
589,'Widget 589',44.0,False
590,'Widget 590',46.33,True
591,'Widget 591',48.67,False
592,'Widget 592',51.0,True
593,'Widget 593',53.33,False
594,'Widget 594',55.67,True
595,'Widget 595',58.0,False
596,'Widget 596',60.33,True
597,'Widget 597',62.67,False
598,'Widget 598',65.0,True
599,'Widget 599',67.33,False
600,'Widget 600',69.67,True
601,'Widget 601',72.0,False
602,'Widget 602',74.33,True
603,'Widget 603',76.67,False
604,'Widget 604',79.0,True
605,'Widget 605',81.33,False
606,'Widget 606',83.67,True
607,'Widget 607',86.0,False
608,'Widget 608',88.33,True
609,'Widget 609',90.67,False
610,'Widget 610',93.0,True
611,'Widget 611',95.33,False
612,'Widget 612',97.67,True
613,'Widget 613',100.0,False
614,'Widget 614',102.33,True
615,'Widget 615',104.67,False
616,'Widget 616',107.0,True
617,'Widget 617',109.33,False
618,'Widget 618',111.67,True
619,'Widget 619',114.0,False
620,'Widget 620',116.33,True
621,'Widget 621',118.67,False
622,'Widget 622',121.0,True
623,'Widget 623',123.33,False
624,'Widget 624',125.67,True
625,'Widget 625',128.0,False
626,'Widget 626',130.33,True
627,'Widget 627',132.67,False
628,'Widget 628',135.0,True
629,'Widget 629',137.33,False
630,'Widget 630',139.67,True
631,'Widget 631',142.0,False
632,'Widget 632',144.33,True
633,'Widget 633',146.67,False
634,'Widget 634',149.0,True
635,'Widget 635',151.33,False
636,'Widget 636',153.67,True
637,'Widget 637',156.0,False
638,'Widget 638',158.33,True
639,'Widget 639',160.67,False
640,'Widget 640',163.0,True
641,'Widget 641',165.33,False
642,'Widget 642',167.67,True
643,'Widget 643',3.33,False
644,'Widget 644',5.67,True
645,'Widget 645',8.0,False
646,'Widget 646',10.33,True
647,'Widget 647',12.67,False
648,'Widget 648',15.0,True
649,'Widget 649',17.33,False
650,'Widget 650',19.67,True
651,'Widget 651',22.0,False
652,'Widget 652',24.33,True
653,'Widget 653',26.67,False
654,'Widget 654',29.0,True
655,'Widget 655',31.33,False
656,'Widget 656',33.67,True
657,'Widget 657',36.0,False
658,'Widget 658',38.33,True
659,'Widget 659',40.67,False
660,'Widget 660',43.0,True
661,'Widget 661',45.33,False
662,'Widget 662',47.67,True
663,'Widget 663',50.0,False
664,'Widget 664',52.33,True
665,'Widget 665',54.67,False
666,'Widget 666',57.0,True
667,'Widget 667',59.33,False
668,'Widget 668',61.67,True
669,'Widget 669',64.0,False
670,'Widget 670',66.33,True
671,'Widget 671',68.67,False
672,'Widget 672',71.0,True
673,'Widget 673',73.33,False
674,'Widget 674',75.67,True
675,'Widget 675',78.0,False
676,'Widget 676',80.33,True
677,'Widget 677',82.67,False
678,'Widget 678',85.0,True
679,'Widget 679',87.33,False
680,'Widget 680',89.67,True
681,'Widget 681',92.0,False
682,'Widget 682',94.33,True
683,'Widget 683',96.67,False
684,'Widget 684',99.0,True
685,'Widget 685',101.33,False
686,'Widget 686',103.67,True
687,'Widget 687',106.0,False
688,'Widget 688',108.33,True
689,'Widget 689',110.67,False
690,'Widget 690',113.0,True
691,'Widget 691',115.33,False
692,'Widget 692',117.67,True
693,'Widget 693',120.0,False
694,'Widget 694',122.33,True
695,'Widget 695',124.67,False
696,'Widget 696',127.0,True
697,'Widget 697',129.33,False
698,'Widget 698',131.67,True
699,'Widget 699',134.0,False
700,'Widget 700',136.33,True
701,'Widget 701',138.67,False
702,'Widget 702',141.0,True
703,'Widget 703',143.33,False
704,'Widget 704',145.67,True
705,'Widget 705',148.0,False
706,'Widget 706',150.33,True
707,'Widget 707',152.67,False
708,'Widget 708',155.0,True
709,'Widget 709',157.33,False
710,'Widget 710',159.67,True
711,'Widget 711',162.0,False
712,'Widget 712',164.33,True
713,'Widget 713',166.67,False
714,'Widget 714',169.0,True
715,'Widget 715',4.67,False
716,'Widget 716',7.0,True
717,'Widget 717',9.33,False
718,'Widget 718',11.67,True
719,'Widget 719',14.0,False
720,'Widget 720',16.33,True
721,'Widget 721',18.67,False
722,'Widget 722',21.0,True
723,'Widget 723',23.33,False
724,'Widget 724',25.67,True
725,'Widget 725',28.0,False
726,'Widget 726',30.33,True
727,'Widget 727',32.67,False
728,'Widget 728',35.0,True
729,'Widget 729',37.33,False
730,'Widget 730',39.67,True
731,'Widget 731',42.0,False
732,'Widget 732',44.33,True
733,'Widget 733',46.67,False
734,'Widget 734',49.0,True
735,'Widget 735',51.33,False
736,'Widget 736',53.67,True
737,'Widget 737',56.0,False
738,'Widget 738',58.33,True
739,'Widget 739',60.67,False
740,'Widget 740',63.0,True
741,'Widget 741',65.33,False
742,'Widget 742',67.67,True
743,'Widget 743',70.0,False
744,'Widget 744',72.33,True
745,'Widget 745',74.67,False
746,'Widget 746',77.0,True
747,'Widget 747',79.33,False
748,'Widget 748',81.67,True
749,'Widget 749',84.0,False
750,'Widget 750',86.33,True
751,'Widget 751',88.67,False
752,'Widget 752',91.0,True
753,'Widget 753',93.33,False
754,'Widget 754',95.67,True
755,'Widget 755',98.0,False
756,'Widget 756',100.33,True
757,'Widget 757',102.67,False
758,'Widget 758',105.0,True
759,'Widget 759',107.33,False
760,'Widget 760',109.67,True
761,'Widget 761',112.0,False
762,'Widget 762',114.33,True
763,'Widget 763',116.67,False
764,'Widget 764',119.0,True
765,'Widget 765',121.33,False
766,'Widget 766',123.67,True
767,'Widget 767',126.0,False
768,'Widget 768',128.33,True
769,'Widget 769',130.67,False
770,'Widget 770',133.0,True
771,'Widget 771',135.33,False
772,'Widget 772',137.67,True
773,'Widget 773',140.0,False
774,'Widget 774',142.33,True
775,'Widget 775',144.67,False
776,'Widget 776',147.0,True
777,'Widget 777',149.33,False
778,'Widget 778',151.67,True
779,'Widget 779',154.0,False
780,'Widget 780',156.33,True
781,'Widget 781',158.67,False
782,'Widget 782',161.0,True
783,'Widget 783',163.33,False
784,'Widget 784',165.67,True
785,'Widget 785',168.0,False
786,'Widget 786',3.67,True
787,'Widget 787',6.0,False
788,'Widget 788',8.33,True
789,'Widget 789',10.67,False
790,'Widget 790',13.0,True
791,'Widget 791',15.33,False
792,'Widget 792',17.67,True
793,'Widget 793',20.0,False
794,'Widget 794',22.33,True
795,'Widget 795',24.67,False
796,'Widget 796',27.0,True
797,'Widget 797',29.33,False
798,'Widget 798',31.67,True
799,'Widget 799',34.0,False
800,'Widget 800',36.33,True
